movie,cast,Role
The Spy Next Door ,Amber Valletta,actor
The Spy Who Loved Me ,Desmond Llewelyn,actor
The Square ,Ahmed Hassan,actor
The Squid and the Whale ,Elizabeth Meriwether,actor
The Statement ,Colin Salmon,actor
The Station Agent ,Joe Lo Truglio,actor
The Stepfather ,Paige Turco,actor
The Stepford Wives ,Matthew Broderick,actor
The Stewardesses ,Nancy Ison,actor
The Sticky Fingers of Time ,Samantha Buck,actor
The Sting ,Robert Shaw,actor
The Story of Us ,Tim Matheson,actor
The Straight Story ,Richard Farnsworth,actor
The Streets of San Francisco             ,Michael Douglas,actor
The Sum of All Fears ,Bruce McGill,actor
The Sweeney ,Ray Winstone,actor
The Sweet Hereafter ,Sarah Polley,actor
The Sweetest Thing ,Lillian Adams,actor
The Swindle ,Fran?ois Cluzet,actor
The Switch ,Scott Elrod,actor
The Tailor of Panama ,Jamie Lee Curtis,actor
The Taking of Pelham 1 2 3 ,Ramon Rodriguez,actor
The Tale of Despereaux ,Matthew Broderick,actor
The Talented Mr. Ripley ,Matt Damon,actor
The Tempest ,Reeve Carney,actor
The Ten ,Ken Marino,actor
The Terminal ,Chi McBride,actor
The Terminator ,Brian Thompson,actor
The Texas Chain Saw Massacre ,Edwin Neal,actor
The Texas Chain Saw Massacre ,Edwin Neal,actor
The Texas Chainsaw Massacre 2 ,Lou Perryman,actor
The Texas Chainsaw Massacre: The Beginning ,Jordana Brewster,actor
The Theory of Everything ,Emily Watson,actor
The Thin Red Line ,Miranda Otto,actor
The Thing ,Richard Masur,actor
The Thirteenth Floor ,Craig Bierko,actor
The Thomas Crown Affair ,Faye Dunaway,actor
The Three Musketeers ,Logan Lerman,actor
The Three Stooges ,Larry David,actor
The Tigger Movie ,John Fiedler,actor
The Timber ,Maria Doyle Kennedy,actor
The Time Machine ,Alan Young,actor
The Time Traveler's Wife ,Brooklynn Proulx,actor
The To Do List ,Alia Shawkat,actor
The Tooth Fairy ,Lochlyn Munro,actor
The Torture Chamber of Dr. Sadism ,Lex Barker,actor
The Touch ,Traci Dinwiddie,actor
The Tourist ,Angelina Jolie Pitt,actor
The Tourist ,Angelina Jolie Pitt,actor
The Town ,Jon Hamm,actor
The Toxic Avenger ,Mark Torgl,actor
The Toxic Avenger Part II ,Jessica Dublin,actor
The Train ,Paul Scofield,actor
The Transporter ,Qi Shu,actor
The Transporter Refueled ,No?mie Lenoir,actor
The Tree of Life ,Tye Sheridan,actor
The Trials of Darryl Hunt ,Evelyn Jefferson,actor
The Triplets of Belleville ,Charles Linton,actor
The Trouble with Harry ,John Forsythe,actor
The True Story of Puss'N Boots ,Andr? Wilms,actor
The Truman Show ,Noah Emmerich,actor
The Tuxedo ,Debi Mazar,actor
The Twilight Saga: Breaking Dawn - Part 2 ,Kristen Stewart,actor
The Twilight Saga: Breaking Dawn - Part 2 ,Kristen Stewart,actor
The Twilight Saga: Eclipse ,Kristen Stewart,actor
The Twilight Saga: New Moon ,Kristen Stewart,actor
The Ugly Truth ,John Michael Higgins,actor
The Ultimate Gift ,Drew Fuller,actor
The Unborn ,Atticus Shaffer,actor
The Unborn ,Atticus Shaffer,actor
The Untouchables ,Billy Drago,actor
The Upside of Anger ,Erika Christensen,actor
The Usual Suspects ,Chazz Palminteri,actor
The Valley of Decision ,Greer Garson,actor
The Vatican Exorcisms ,Anella Vastola,actor
The Vatican Tapes ,Alison Lohman,actor
The Veil ,Shannon Woodward,actor
The Velocity of Gary ,Danny Arroyo,actor
The Verdict ,James Mason,actor
The Village ,Judy Greer,actor
The Virgin Suicides ,Kathleen Turner,actor
The Virginity Hit ,Krysta Rodriguez,actor
The Visit ,Patch Darragh,actor
The Visual Bible: The Gospel of John ,Alan Van Sprang,actor
The Vow ,Lucas Bryant,actor
The Wackness ,Aaron Yoo,actor
The Wailing ,Jun Kunimura,actor
The Walk ,Soleyman Pierini,actor
The Walking Deceased ,Wray Crawford,actor
The Warlords ,Takeshi Kaneshiro,actor
The Warrior's Way ,Dong-gun Jang,actor
The Wash ,Dr. Dre,actor
The Watch ,Nicholas Braun,actor
The Watch ,Nicholas Braun,actor
The Watcher ,Joseph Sikora,actor
The Water Diviner ,Ryan Corr,actor
The Waterboy ,Clint Howard,actor
The Wave ,Elyas M'Barek,actor
The Way of the Gun ,Nicky Katt,actor
The Way Way Back ,Liam James,actor
The Weather Man ,Hope Davis,actor
The Wedding Date ,Debra Messing,actor
The Wedding Planner ,Judy Greer,actor
The Wendell Baker Story ,Eddie Griffin,actor
The White Countess ,Natasha Richardson,actor
The White Ribbon ,Burghart Klau?ner,actor
The Whole Nine Yards ,Matthew Perry,actor
The Whole Ten Yards ,Matthew Perry,actor
The Wicked Lady ,Marina Sirtis,actor
The Wicked Within ,Sabrina Carmichael,actor
The Widow of Saint-Pierre ,Daniel Auteuil,actor
The Wild Bunch ,Warren Oates,actor
The Wild Thornberrys Movie ,Flea,actor
The Wind That Shakes the Barley ,Orla Fitzgerald,actor
The Witch ,Kate Dickie,actor
The Wiz ,Diana Ross,actor
The Wizard of Oz ,Terry,actor
The Wolf of Wall Street ,Matthew McConaughey,actor
The Wolfman ,Simon Merrells,actor
The Wolverine ,Tao Okamoto,actor
The Woman Chaser ,Eugene Roche,actor
The Woman in Black ,Roger Allam,actor
The Women ,Debi Mazar,actor
The Wood ,Tamala Jones,actor
The Words ,Bradley Cooper,actor
The Work and the Glory ,Brenda Strong,actor
The Work and the Glory II: American Zion ,Eric Johnson,actor
The Work and the Story ,Frank Gerrish,actor
The World Is Mine ,Ana Maria Guran,actor
The World Is Not Enough ,Maria Grazia Cucinotta,actor
The World's End ,Thomas Law,actor
The World's Fastest Indian ,Antony Starr,actor
The Wraith ,Randy Quaid,actor
The Wrestler ,John D'Leo,actor
The X Files ,Mitch Pileggi,actor
The X Files: I Want to Believe ,Callum Rennie,actor
The Yards ,Ellen Burstyn,actor
The Yellow Handkerchief ,Eddie Redmayne,actor
The Young and Prodigious T.S. Spivet ,Julian Richings,actor
The Young Messiah ,Vincent Walsh,actor
The Young Unknowns ,Eion Bailey,actor
The Young Victoria ,Jim Broadbent,actor
There Be Dragons ,Dougray Scott,actor
There Goes My Baby ,Kelli Williams,actor
There Will Be Blood ,Paul F. Tompkins,actor
There's Something About Mary ,Lin Shaye,actor
Theresa Is a Mother ,Robert Turano,actor
They ,Ethan Embry,actor
They Came Together ,Amy Poehler,actor
They Live ,Peter Jason,actor
They Will Have to Kill Us First ,Garba Tour?,actor
Things to Do in Denver When You're Dead ,Bill Cobbs,actor
Things We Lost in the Fire ,Omar Benson Miller,actor
Think Like a Man ,Romany Malco,actor
Think Like a Man Too ,Regina Hall,actor
Thinner ,Bethany Joy Lenz,actor
Thir13en Ghosts ,Embeth Davidtz,actor
Thirteen ,Sarah Clarke,actor
Thirteen Conversations About One Thing ,Rob McElhenney,actor
Thirteen Days ,Jon Foster,actor
This Christmas ,Chris Brown,actor
This Is 40 ,Maude Apatow,actor
This Is England ,Joseph Gilgun,actor
This Is It ,Mekia Cox,actor
This Is Martin Bonner ,Paul Eenhoorn,actor
This Is the End ,James Franco,actor
This Is Where I Leave You ,Abigail Spencer,actor
This Means War ,Abigail Spencer,actor
This Thing of Ours ,Frank Vincent,actor
Thomas and the Magic Railroad ,Colm Feore,actor
Thor ,Natalie Portman,actor
Thor: The Dark World ,Natalie Portman,actor
Thr3e ,Max Ryan,actor
Three Burials ,Dwight Yoakam,actor
Three Kingdoms: Resurrection of the Dragon ,Sammo Kam-Bo Hung,actor
Three Kings ,Jamie Kennedy,actor
Three to Tango ,Oliver Platt,actor
Thumbsucker ,Lou Taylor Pucci,actor
Thunder and the House of Magic ,Brianne Brozey,actor
Thunderball ,Earl Cameron,actor
Thunderbirds ,Philip Winchester,actor
Tidal Wave ,Ji-won Ha,actor
Tiger Orange ,Vincent Duvall,actor
Tim and Eric's Billion Dollar Movie ,William Atherton,actor
Timber Falls ,Nick Searcy,actor
Time Bandits ,Michael Palin,actor
Time Changer ,D. David Morin,actor
Time to Choose ,Jerry Brown,actor
Timecop ,Bruce McGill,actor
Timecrimes ,Nacho Vigalondo,actor
Timeline ,Gerard Butler,actor
Tin Can Man ,Michael Parle,actor
Tin Cup ,Cheech Marin,actor
Tinker Tailor Soldier Spy ,Colin Firth,actor
Tiny Furniture ,Merritt Wever,actor
Titan A.E. ,Janeane Garofalo,actor
Titanic ,Kate Winslet,actor
TMNT ,Sarah Michelle Gellar,actor
"To Be Frank, Sinatra at 100 ",Tim Rice,actor
To Die For ,Wayne Knight,actor
To Kill a Mockingbird ,Brock Peters,actor
To Rome with Love ,Judy Davis,actor
To Save a Life ,Sean Michael Afable,actor
Tom Jones ,Susannah York,actor
Tombstone ,Dana Delany,actor
Tomcats ,Jake Busey,actor
Tomorrow Never Dies ,Colin Salmon,actor
Tomorrowland ,Chris Bauer,actor
Tootsie ,Sydney Pollack,actor
Top Cat Begins ,David Hoffman,actor
Top Five ,Romany Malco,actor
Top Gun ,Tom Skerritt,actor
Top Hat ,Edward Everett Horton,actor
Top Spin ,Xinhua Jiang,actor
Topaz ,John Vernon,actor
Topsy-Turvy ,Dexter Fletcher,actor
Tora! Tora! Tora! ,Richard Anderson,actor
Torn Curtain ,Lila Kedrova,actor
Torque ,Jay Hernandez,actor
Total Recall ,Rachel Ticotin,actor
Total Recall ,Rachel Ticotin,actor
Touching the Void ,Brendan Mackey,actor
Tower Heist ,Gabourey Sidibe,actor
Towering Inferno             ,Andrea Martin,actor
Town & Country ,Warren Beatty,actor
Toy Story ,John Ratzenberger,actor
Toy Story 2 ,John Ratzenberger,actor
Toy Story 3 ,John Ratzenberger,actor
Tracker ,Jed Brophy,actor
Trade ,Kate del Castillo,actor
Trade of Innocents ,John Billingsley,actor
Trading Places ,Denholm Elliott,actor
Traffic ,Jacob Vargas,actor
Train ,Gloria Votsis,actor
Training Day ,Snoop Dogg,actor
Trainspotting ,Shirley Henderson,actor
Trainwreck ,Randall Park,actor
Trance ,Spencer Wilding,actor
Trance ,Spencer Wilding,actor
Transamerica ,Felicity Huffman,actor
Transcendence ,Morgan Freeman,actor
Transformers ,Michael O'Neill,actor
Transformers: Age of Extinction ,Sophia Myles,actor
Transformers: Dark of the Moon ,Lester Speight,actor
Transformers: Revenge of the Fallen ,Kevin Dunn,actor
Transporter 2 ,Jason Flemyng,actor
Transsiberian ,Eduardo Noriega,actor
Trapeze ,Katy Jurado,actor
Trapped             ,Ingvar Eggert Sigur?sson,actor
Trash ,Selton Mello,actor
Travelers and Magicians ,Lhakpa Dorji,actor
Treachery ,Lorraine Ziff,actor
Treading Water ,Douglas Smith,actor
Treasure Planet ,Martin Short,actor
Trees Lounge ,Debi Mazar,actor
Trekkies ,DeForest Kelley,actor
Tremors ,Ariana Richards,actor
Triangle ,Michael Dorman,actor
Triple 9 ,Norman Reedus,actor
Trippin' ,Deon Richmond,actor
Tristram Shandy: A Cock and Bull Story ,Shirley Henderson,actor
Trollhunter ,Johanna M?rck,actor
TRON: Legacy ,Olivia Wilde,actor
TRON: Legacy ,Olivia Wilde,actor
Troop Beverly Hills ,Shelley Long,actor
Tropic Thunder ,Steve Coogan,actor
Trouble with the Curve ,Ed Lauter,actor
Troy ,Orlando Bloom,actor
Trucker ,Joey Lauren Adams,actor
True Grit ,Jeff Bridges,actor
True Lies ,Tia Carrere,actor
True Romance ,Gary Oldman,actor
Trust ,Jordan Trovillion,actor
Trust the Man ,Garry Shandling,actor
Truth or Die ,Alexander Vlahos,actor
Tsotsi ,Nambitha Mpumlwana,actor
Tuck Everlasting ,Sissy Spacek,actor
Tucker and Dale vs Evil ,Tyler Labine,actor
Tumbleweeds ,Janet McTeer,actor
Tupac: Resurrection ,Gary Coleman,actor
Turbo ,Snoop Dogg,actor
Turbulence ,Lauren Holly,actor
Tusk ,Haley Joel Osment,actor
Twilight ,Taylor Lautner,actor
Twilight ,Taylor Lautner,actor
Twilight Zone: The Movie ,Al Leong,actor
Twin Falls Idaho ,William Katt,actor
Twins ,Tony Jay,actor
Twisted             ,Brittany Curran,actor
Twister ,Alan Ruck,actor
Twixt ,Bruce Dern,actor
Two Brothers ,Jean-Claude Dreyfus,actor
Two Can Play That Game ,Vivica A. Fox,actor
Two Evil Eyes ,Adrienne Barbeau,actor
Two Girls and a Guy ,Natasha Gregson Wagner,actor
Two Lovers ,Vinessa Shaw,actor
Two Lovers and a Bear ,Justin Edward Seale,actor
Two Weeks Notice ,Alicia Witt,actor
Tycoon ,Paul Fix,actor
U2 3D ,The Edge,actor
U-571 ,Thomas Kretschmann,actor
UHF ,Gedde Watanabe,actor
Ulee's Gold ,Patricia Richardson,actor
"Ultramarines: A Warhammer 40,000 Movie ",Steven Waddington,actor
Ultraviolet ,Cameron Bright,actor
Unaccompanied Minors ,Rob Riggle,actor
Unbreakable ,Bruce Willis,actor
Unbroken ,Jack O'Connell,actor
Unbroken ,Jack O'Connell,actor
Under Siege 2: Dark Territory ,Brenda Bakke,actor
Under the Rainbow ,Adam Arkin,actor
Under the Same Moon ,Eugenio Derbez,actor
Under the Skin ,Paul Brannigan,actor
Under the Tuscan Sun ,Lindsay Duncan,actor
Underclassman ,Nick Cannon,actor
Undercover Brother ,Eddie Griffin,actor
Underdogs ,Diego Ramos,actor
Underworld ,Kevin Grevioux,actor
Underworld: Awakening ,Stephen Rea,actor
Underworld: Evolution ,Tony Curran,actor
Underworld: Rise of the Lycans ,Kevin Grevioux,actor
Undiscovered ,Kip Pardue,actor
Undisputed ,Wes Studi,actor
UnDivided ,Steve Duin,actor
Une Femme Mari e ,Macha M?ril,actor
Unfaithful ,Erik Per Sullivan,actor
Unfinished Business ,June Diane Raphael,actor
Unforgettable             ,Dylan Walsh,actor
Unforgiven ,Morgan Freeman,actor
Unforgotten             ,Gemma Jones,actor
Unfriended ,Renee Olstead,actor
United 93 ,David Alan Basche,actor
United Passions ,Thomas Kretschmann,actor
Universal Soldier: The Return ,Daniel von Bargen,actor
Unknown ,Frank Langella,actor
Unknown ,Frank Langella,actor
Unleashed ,Jet Li,actor
Unnatural ,Gregory Cruz,actor
Unstoppable ,Rosario Dawson,actor
Unsullied ,Lisa Brave,actor
Untraceable ,Jesse Tyler Ferguson,actor
Up ,Delroy Lindo,actor
Up Close & Personal ,Stockard Channing,actor
Up in the Air ,Anna Kendrick,actor
Urban Legend ,Loretta Devine,actor
Urban Legends: Final Cut ,Joey Lawrence,actor
Urbania ,Josh Hamilton,actor
V for Vendetta ,Eddie Marsan,actor
Vaalu ,T.R. Silambarasan,actor
Vacation ,Norman Reedus,actor
Valentine ,Jessica Capshaw,actor
Valentine's Day ,Taylor Lautner,actor
Valiant ,Olivia Williams,actor
Valkyrie ,Tom Wilkinson,actor
Valley of the Heart's Delight ,Diana Scarwid,actor
Valley of the Wolves: Iraq ,Berg?zar Korel,actor
Vampire in Brooklyn ,W. Earl Brown,actor
Vampire Killers ,James Corden,actor
Vampires ,Cary-Hiroyuki Tagawa,actor
Vampires Suck ,Dave Foley,actor
Vamps ,Justin Kirk,actor
Van Wilder: Party Liaison ,Curtis Armstrong,actor
Vanilla Sky ,Ivana Milicevic,actor
Vanity Fair ,Roger Lloyd Pack,actor
Vantage Point ,Edgar Ram?rez,actor
Varsity Blues ,Ron Lester,actor
Veer-Zaara ,Preity Zinta,actor
Velvet Goldmine ,Eddie Izzard,actor
Vera Drake ,Sally Hawkins,actor
Veronica Guerin ,David Murray,actor
Veronica Mars             ,Jason Dohring,actor
Veronika Decides to Die ,Erika Christensen,actor
Vertical Limit ,Scott Glenn,actor
Very Bad Things ,Daniel Stern,actor
Vessel ,Alan Pietruszewski,actor
Vicky Cristina Barcelona ,Kevin Dunn,actor
Victor Frankenstein ,Spencer Wilding,actor
Victor Frankenstein ,Spencer Wilding,actor
Victor Frankenstein ,Spencer Wilding,actor
Videodrome ,Leslie Carlson,actor
Virgin Territory ,Ryan Cartwright,actor
Virtuosity ,Costas Mandylor,actor
Viy ,Igor Jijikine,actor
Volcano ,Anne Heche,actor
Volver ,Lola Due?as,actor
W. ,Scott Glenn,actor
Wag the Dog ,Kirsten Dunst,actor
Wah-Wah ,Julie Walters,actor
Waiting for Guffman ,Fred Willard,actor
Waiting... ,Dane Cook,actor
Waitress ,Cheryl Hines,actor
Waking Ned Devine ,David Kelly,actor
Walk Hard: The Dewey Cox Story ,Nat Faxon,actor
Walk the Line ,Dallas Roberts,actor
Walking and Talking ,Anne Heche,actor
Walking Tall ,Ashley Scott,actor
Walking with Dinosaurs 3D ,Tiya Sircar,actor
WALL E ,Fred Willard,actor
Wall Street ,Tamara Tunie,actor
Wall Street: Money Never Sleeps ,Austin Pendleton,actor
Wal-Mart: The High Cost of Low Price ,Jon Hunter,actor
Walter ,Justin Kirk,actor
Waltz with Bashir ,Ronny Dayag,actor
Wanderlust ,Lauren Ambrose,actor
Wanted ,Morgan Freeman,actor
War ,Jet Li,actor
War & Peace             ,Tuppence Middleton,actor
War Horse ,Benedict Cumberbatch,actor
War of the Worlds ,Lisa Ann Walter,actor
"War, Inc. ",Sergej Trifunovic,actor
Warcraft ,Callum Rennie,actor
WarGames ,Barry Corbin,actor
Warlock ,Richard E. Grant,actor
Warlock: The Armageddon ,Zach Galligan,actor
Warm Bodies ,Vincent Leclerc,actor
Warrior ,Frank Grillo,actor
Warriors of Virtue ,Lee Arenberg,actor
Wasabi ,Ry?ko Hirosue,actor
Watchmen ,Billy Crudup,actor
Water ,Lisa Ray,actor
Water & Power ,Angela Nordeng,actor
Water for Elephants ,Christoph Waltz,actor
Waterloo ,Dan O'Herlihy,actor
Waterworld ,Rick Aviles,actor
Wayne's World ,Lara Flynn Boyle,actor
We Are Marshall ,Kimberly Williams-Paisley,actor
We Are Your Friends ,Emily Ratajkowski,actor
We Bought a Zoo ,Matt Damon,actor
We Have Your Husband ,Esai Morales,actor
We Need to Talk About Kevin ,Siobhan Fallon Hogan,actor
We Own the Night ,Oleg Taktarov,actor
We Were Soldiers ,Marc Blucas,actor
Weekend ,Chris New,actor
"Welcome Home, Roscoe Jenkins ",Mike Epps,actor
Welcome to Collinwood ,Isaiah Washington,actor
Welcome to Mooseport ,Ray Romano,actor
Welcome to the Dollhouse ,Ken Leung,actor
Welcome to the Rileys ,Ally Sheedy,actor
Welcome to the Sticks ,Kad Merad,actor
Wendy and Lucy ,Lucy,actor
We're No Angels ,Demi Moore,actor
We're the Millers ,Molly C. Quinn,actor
West Side Story ,George Chakiris,actor
Western Religion ,Vivian Lamolli,actor
Whale Rider ,Rawiri Paratene,actor
What a Girl Wants ,Oliver James,actor
What Dreams May Come ,Annabella Sciorra,actor
What Happens in Vegas ,Andrew Daly,actor
What Just Happened ,Robin Wright,actor
What Lies Beneath ,Amber Valletta,actor
What Planet Are You From  ,Linda Fiorentino,actor
What the #$*! Do We (K)now!  ,Elaine Hendrix,actor
What to Expect When You're Expecting ,Dennis Quaid,actor
What Women Want ,Lisa Edelstein,actor
Whatever It Takes ,Jodi Lyn O'Keefe,actor
Whatever Works ,Michael McKean,actor
What's Eating Gilbert Grape ,Leonardo DiCaprio,actor
What's Love Got to Do with It ,Virginia Capers,actor
What's the Worst That Could Happen  ,Larry Miller,actor
What's Your Number  ,Ari Graynor,actor
When a Stranger Calls ,Tessa Thompson,actor
When Did You Last See Your Father  ,Jim Broadbent,actor
When Harry Met Sally... ,Gretchen Palmer,actor
When the Cat's Away ,Zinedine Soualem,actor
When the Game Stands Tall ,Matthew Daddario,actor
When the Lights Went Out ,Martin Compston,actor
Where the Heart Is ,James Frain,actor
Where the Truth Lies ,Alison Lohman,actor
Where the Wild Things Are ,Ryan Corr,actor
While We're Young ,Maria Dizzia,actor
Whip It ,Jimmy Fallon,actor
Whiplash ,Melissa Benoist,actor
Whipped ,Brian Van Holt,actor
White Chicks ,Jaime King,actor
