director_name,duration,actor_2_name,gross,actor_1_name,movie_title,num_voted_users,actor_3_name,language,country,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Family,Musical,Romance,Mystery,Western,Comedy,Sport,Horror,Drama,War,History,Animation,Biography,Crime
Jake Paltrow,93,Gael Le Cornec,20380,Stephen Graham,The Good Night?,7519,Keith Allen,English,USA,15000000,2007,5.9,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Ward Roberts,83,Jacob Zachar,,Sid Haig,Little Big Top?,110,Travis Betz,English,USA,240000,2006,6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Yimou Zhang,119,Andy Lau,11041228,Takeshi Kaneshiro,House of Flying Daggers?,92295,Zhengyong Zhang,Mandarin,China,100000000,2004,7.6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Richard Fleischer,89,Brigitte Nielsen,,Ernie Reyes Jr.,Red Sonja?,30215,Sandahl Bergman,English,Netherlands,17900000,1985,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ira Sachs,108,Jenny O'Hara,,Rip Torn,Forty Shades of Blue?,1134,Darren E. Burrows,English,USA,1500000,2005,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
,25,Belinda Stewart-Wilson,,Simon Bird,The Inbetweeners?            ,55987,James Buckley,English,UK,,,8.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Diane Keaton,94,Celia Weston,36037909,Adam Arkin,Hanging Up?,10132,Jesse James,English,Germany,60000000,2000,4.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Fred Zinnemann,120,Susannah York,,Robert Shaw,A Man for All Seasons?,23713,Paul Scofield,English,UK,2000000,1966,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Bruce Campbell,84,Dan Hicks,173066,Ted Raimi,My Name Is Bruce?,21379,Timothy Patrick Quill,English,USA,1500000,2007,6.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
William Gazecki,96,Bruce Vilanch,,Carol Channing,The Outrageous Sophie Tucker?,38,Tony Bennett,English,USA,500000,2014,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justin Lin,104,Zachery Ty Bryan,62494975,Amber Stevens West,The Fast and the Furious: Tokyo Drift?,179500,Nikki Griffin,English,USA,85000000,2006,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Michael Corrente,99,Tony Devon,398420,Jerry Ferrara,Brooklyn Rules?,5049,Alexa Havins,English,USA,8000000,2007,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Russell Holt,118,Brenda Strong,3347439,Eric Johnson,The Work and the Glory?,833,Tiffany Dupont,English,USA,7500000,2004,6.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
David McNally,89,Dyan Cannon,66734992,Estella Warren,Kangaroo Jack?,23476,Bill Hunter,English,USA,60000000,2003,4.4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
John Glen,130,Desmond Llewelyn,51185897,Joe Don Baker,The Living Daylights?,69457,Art Malik,English,UK,30000000,1987,6.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franck Khalfoun,89,Nora Arnezeder,12843,America Olivo,Maniac?,27297,Liane Balaban,English,France,6000000,2012,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Susan Seidelman,105,Michael Nouri,3123749,Dyan Cannon,Boynton Beach Club?,746,Brenda Vaccaro,English,USA,1500000,2005,6.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Herb Freed,96,Carmen Argenziano,,Linnea Quigley,Graduation Day?,1905,Vanna White,English,USA,250000,1981,4.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Jaume Balaguer?,103,Giancarlo Giannini,22160085,Lena Olin,Darkness?,16747,Francesc Pag?s,English,USA,10600000,2002,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jake Goldberger,87,M. Emmet Walsh,,Pruitt Taylor Vince,Don McKay?,2050,Robert Wahlberg,English,USA,,2009,5.9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bruce Paltrow,112,Marian Seldes,4734235,Lochlyn Munro,Duets?,8217,Huey Lewis,English,USA,15000000,2000,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Phil Lord,90,Bobb'e J. Thompson,124870275,Will Forte,Cloudy with a Chance of Meatballs?,152601,Al Roker,English,USA,100000000,2009,7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Joe Chappelle,93,Kim Darby,15126948,Donald Pleasence,Halloween: The Curse of Michael Myers?,20815,Mitchell Ryan,English,USA,5000000,1995,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Robert Heath,96,Alexander Vlahos,,David Oakes,Truth or Die?,6513,Jennie Jacques,English,UK,1000000,2012,5.6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Billy Wilder,105,Harold Gould,,Austin Pendleton,The Front Page?,9007,David Wayne,English,USA,4000000,1974,7.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Rob Bowman,91,Jacob Vargas,2850263,Alanna Ubach,Airborne?,5061,Brittney Powell,English,USA,2600000,1993,6.2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Martin Scorsese,122,Keith Richards,5355376,Mick Jagger,Shine a Light?,9638,Albert Maysles,English,USA,,2008,7.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bill Paxton,120,Matthew Knight,15331289,Stephen Dillane,The Greatest Game Ever Played?,22289,Amanda Tilson,English,USA,,2005,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Dave McKean,101,Gina McKee,864959,Stephanie Leonidas,Mirrormask?,20275,Rob Brydon,English,UK,4000000,2005,6.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Craven,103,W. Earl Brown,103001286,David Arquette,Scream?,222018,Roger Jackson,English,USA,15000000,1996,7.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Fernando Meirelles,135,Seu Jorge,7563397,Alice Braga,City of God?,533200,Alexandre Rodrigues,Portuguese,Brazil,3300000,2002,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
H.M. Coakley,91,Steffinnie Phrommany,,Mehcad Brooks,Adulterers?,514,Danielle Savre,English,USA,750000,2015,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Jake Kasdan,116,Ryan O'Neal,1980338,Kim Dickens,Zero Effect?,12366,Angela Featherstone,English,USA,5000000,1998,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
Mike Mills,96,Lou Taylor Pucci,1325073,Kelli Garner,Thumbsucker?,18762,Nancy O'Dell,English,USA,4000000,2005,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Woody Allen,112,Judy Davis,16684352,Ornella Muti,To Rome with Love?,67893,Alessandra Mastronardi,English,USA,17000000,2012,6.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Peter Weir,138,Lee Ingleby,93926386,James D'Arcy,Master and Commander: The Far Side of the World?,168207,David Threlfall,English,USA,150000000,2003,7.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
William Kaufman,90,Mike 'The Miz' Mizanin,,Paul McGillion,The Marine 4: Moving Target?,2032,David Lewis,English,USA,1950000,2015,5.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Greenfield,84,Michael Papajohn,55762229,Louis Lombardi,The Animal?,47383,Colleen Haskell,English,USA,22000000,2001,4.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paul Schrader,103,Jane Adams,1100000,Dana Delany,Light Sleeper?,3665,David Clennon,English,USA,5000000,1992,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nicholas Hytner,115,Susan May Pratt,17174870,Amanda Schull,Center Stage?,15817,Ethan Stiefel,English,USA,18000000,2000,6.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Richard Lester,106,Denholm Elliott,,Robert Shaw,Robin and Marian?,8930,Nicol Williamson,English,USA,5000000,1976,6.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Guy Hamilton,110,Gert Fr?be,51100000,Honor Blackman,Goldfinger?,139432,Lois Maxwell,English,UK,3000000,1964,7.8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Friedkin,104,Fernando Rey,,Roy Scheider,The French Connection?,82476,Tony Lo Bianco,English,USA,1800000,1971,7.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
William Friedkin,104,Fernando Rey,,Roy Scheider,The French Connection?,82476,Tony Lo Bianco,English,USA,1800000,1971,7.8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lawrence Guterman,94,Traylor Howard,17010646,Jamie Kennedy,Son of the Mask?,40751,Ben Stein,English,USA,84000000,2005,2.2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Brenda Chapman,99,Aria Noelle Curzon,101217900,Martin Short,The Prince of Egypt?,91093,Eden Riegel,English,USA,70000000,1998,7,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0
Adam Jay Epstein,76,Denise Boutte,,Rich Ceraulo,Extreme Movie?,9560,Vanessa Lee Chester,English,USA,,2008,3.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Barry Levinson,99,Ariel Gade,12181484,Amy Poehler,Envy?,26390,Sam Lerner,English,USA,40000000,2004,4.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Amy Heckerling,98,Robert Miano,15464026,Andy Dick,Loser?,23076,Zak Orth,English,USA,20000000,2000,5.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
A. Raven Cruz,97,Vanilla Ice,,Scott Levy,The Helix... Loaded?,534,Jennifer Sky,English,USA,1000000,2005,1.9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ash Baron-Cohen,98,Stanley B. Herman,,Peter Greene,Bang?,438,James Noble,English,USA,,1995,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Ted Post,95,Gregory Sierra,,Linda Harrison,Beneath the Planet of the Apes?,32378,Victor Buono,English,USA,3000000,1970,6.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rich Christiano,95,D. David Morin,15278,Gavin MacLeod,Time Changer?,1742,Hal Linden,English,USA,825000,2002,5.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chris Noonan,91,Christine Cavanaugh,66600000,Miriam Margolyes,Babe?,94435,Roscoe Lee Browne,English,Australia,30000000,1995,6.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
Christian Volckman,105,Catherine McCormack,63260,Romola Garai,Renaissance?,14325,Kevork Malikyan,English,France,14000000,2006,6.7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kevin Macdonald,121,Simon McBurney,17605861,David Oyelowo,The Last King of Scotland?,145580,Abby Mukiibi Nkaaga,English,UK,6000000,2006,7.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Antonio Simoncini,90,Joe Egan,,Ray Winstone,Lords of London?,610,Glen Murphy,English,UK,3440000,2014,3.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nicole Holofcener,93,Ben Falcone,17536788,Christopher Nicholas Smith,Enough Said?,49240,Michaela Watkins,English,USA,8000000,2013,7.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Remo,160,Remo,95236,Lauren Gottlieb,ABCD (Any Body Can Dance)?,5018,Prabhudheva,Hindi,India,,2013,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Richard Schenkman,87,John Billingsley,,William Katt,The Man from Earth?,129799,David Lee Smith,English,USA,200000,2007,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Bruno Barreto,99,Sonia Braga,,Marcello Mastroianni,Gabriela?,712,Joffre Soares,Portuguese,Brazil,,1983,6.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Norman Ferguson,88,Dickie Jones,84300000,Mel Blanc,Pinocchio?,90360,Cliff Edwards,English,USA,2600000,1940,7.5,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Michael Winterbottom,93,Om Puri,197148,Samantha Morton,Code 46?,18109,Natalie Mendoza,English,UK,7500000,2003,6.3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Charles Herman-Wurmfeld,97,Jennifer Westfeldt,7022940,Scott Cohen,Kissing Jessica Stein?,14018,Brian Stepanek,English,USA,1000000,2001,6.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Joon-ho Bong,110,Kang-ho Song,2201412,Doona Bae,The Host?,68883,Ah-sung Ko,Korean,South Korea,12215500000,2006,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Rob Letterman,85,Catherine Tate,42776259,James Corden,Gulliver's Travels?,53160,Olly Alexander,English,USA,112000000,2010,4.9,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
James Foley,97,Brian Van Holt,12212417,Louis Lombardi,Confidence?,30643,Leland Orser,English,USA,15000000,2003,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hsiao-Hsien Hou,105,Chen Chang,613556,Qi Shu,The Assassin?,9427,Satoshi Tsumabuki,Mandarin,Taiwan,15000000,2015,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jane Campion,113,Nick Damici,4717455,Jennifer Jason Leigh,In the Cut?,18632,Susan Gardner,English,Australia,12000000,2003,5.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spike Jonze,112,Orson Bean,22858926,Willie Garson,Being John Malkovich?,254404,Mary Kay Place,English,USA,13000000,1999,7.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Newt Arnold,92,Donald Gibb,11806119,Bolo Yeung,Bloodsport?,57578,Ken Siu,English,USA,1100000,1988,6.8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
John Cromwell,101,Mary Astor,,David Niven,The Prisoner of Zenda?,3256,Ronald Colman,English,USA,,1937,7.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Oleg Stepchenko,107,Igor Jijikine,,Jason Flemyng,Viy?,3170,Agnia Ditkovskite,Russian,Russia,26000000,2014,5.4,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
John Stockwell,104,Mika Boorem,40118420,Faizon Love,Blue Crush?,26066,Sanoe Lake,English,USA,30000000,2002,5.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
George Cukor,170,Rex Harrison,72000000,Jeremy Brett,My Fair Lady?,66959,Theodore Bikel,English,USA,17000000,1964,7.9,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
Terence Young,130,Earl Cameron,63600000,Desmond Llewelyn,Thunderball?,82073,Lois Maxwell,English,UK,9000000,1965,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Kendrick,122,Ken Bevel,33451479,Kirk Cameron,Fireproof?,17068,Erin Bethea,English,USA,500000,2008,6.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cassandra Nicolaou,97,Michelle Nolden,,Katharine Isabelle,Show Me?,369,Gabriel Hogan,French,Canada,900000,2004,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Michael Schultz,97,LisaGay Hamilton,,Blair Underwood,Krush Groove?,1361,Bobby Brown,English,USA,3000000,1985,6.6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Tom Hooper,98,Mark Bazeley,449558,Stephen Graham,The Damned United?,32307,Maurice Ro?ves,English,UK,10000000,2009,7.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Fred Walton,89,Deborah Foreman,12947763,Thomas F. Wilson,April Fool's Day?,10624,Clayton Rohner,English,USA,5000000,1986,6.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
David Worth,91,Jonathan Mangum,,Jessica Szohr,House at the End of the Drive?,330,Angela Jones,English,USA,1400000,2014,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bob Giraldi,99,Manny Perez,110000,Danny Aiello,Dinner Rush?,4359,Ajay Naidu,English,USA,,2000,7.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Lawrence Kasdan,133,Todd Allen,33200000,Scott Glenn,Silverado?,28247,Brad Leland,English,USA,26000000,1985,7.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Eric England,81,Ace Marrero,,Jack E. Curenton,Roadside?,268,Alan Pietruszewski,English,USA,,2013,4.1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Charles T. Kanganis,93,Dustin Nguyen,11784000,Victor Wong,3 Ninjas Kick Back?,6701,Don Stark,English,USA,20000000,1994,4.3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Bruce Macdonald,94,Cheryl Ladd,,Rachel Hendrix,The Perfect Wave?,724,Diana Vickers,English,South Africa,4000000,2014,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jean-Marie Poir?,84,Matt Ross,4777007,Bridgette Wilson-Sampras,Just Visiting?,15130,John Aylward,English,France,40000000,2001,5.8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chris Shadley,83,William Lee Scott,,Daniel Baldwin,Nine Dead?,9280,Marc Macaulay,English,USA,2000000,2010,5.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
Franco Zeffirelli,117,Joan Plowright,14348123,Lily Tomlin,Tea with Mussolini?,9323,Paolo Seganti,English,Italy,12000000,1999,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Andrew Adamson,93,Jennifer Saunders,436471036,Rupert Everett,Shrek 2?,314630,Conrad Vernon,English,USA,150000000,2004,7.2,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
Andrew Erwin,107,Robert Amaya,5355847,Rachel Hendrix,October Baby?,6110,Jason Burkey,English,USA,,2011,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Steve Box,85,Geraldine McEwan,56068547,Mark Gatiss,The Curse of the Were-Rabbit?,98160,Peter Sallis,English,UK,30000000,2005,7.5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
Gary Winick,78,Aaron Stanford,2882062,Bebe Neuwirth,Tadpole?,5178,Ron Rifkin,English,USA,150000,2000,6.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
John Hamburg,88,Michael Lerner,21210,Harvey Fierstein,Safe Men?,2735,Josh Pais,English,USA,1000000,1998,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Martin Ritt,112,Melvyn Douglas,,Patricia Neal,Hud?,15277,Whit Bissell,English,USA,2500000,1963,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Darnell Martin,109,Veronika Dash,8134217,Cedric the Entertainer,Cadillac Records?,15412,Tammy Blanchard,English,USA,12000000,2008,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Nicole Holofcener,88,Marin Hinkle,13367101,Greg Germann,Friends with Money?,19715,Jake Cherry,English,USA,6500000,2006,5.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Jon Hess,87,Ian Gomez,1200000,Burt Young,Excessive Force?,922,Thomas Ian Griffith,English,USA,3000000,1993,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Gomer,76,Kyla Pratt,11144518,Trevor Morgan,Barney's Great Adventure?,2724,Shirley Douglas,English,Canada,15000000,1998,2.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenton Bailey,89,Bill Maher,653621,Hugh M. Hefner,Inside Deep Throat?,5615,Linda Lovelace,English,USA,2000000,2005,6.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
John Madden,113,Jesper Christensen,31146570,Tom Wilkinson,The Debt?,55441,Romi Aboulafia,English,USA,20000000,2010,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jay Duplass,91,Tim Guinee,7455447,Matt Walsh,Cyrus?,29967,Katie Aselton,English,USA,7000000,2010,6.3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Dwight H. Little,88,Kathleen Kinmont,17768000,Donald Pleasence,Halloween 4: The Return of Michael Myers?,29629,Ellie Cornell,English,USA,5000000,1988,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lasse Hallstr?m,116,Christopher Evan Welch,7156933,Hope Davis,The Hoax?,14581,James Biberi,English,USA,25000000,2006,6.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gordon Chan,108,Lee Evans,22108977,Julian Sands,The Medallion?,29861,Anthony Chau-Sang Wong,English,Hong Kong,41000000,2003,5.2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joseph Ruben,105,Robert Blake,35324232,Vincent Pastore,Money Train?,32224,Aida Turturro,English,USA,68000000,1995,5.6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Anthony Mann,172,Mel Ferrer,,James Mason,The Fall of the Roman Empire?,6156,Stephen Boyd,English,USA,19000000,1964,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Ma?wenn,127,Ma?wenn,171320,Riccardo Scamarcio,Polisse?,10796,Karin Viard,French,France,,2011,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
John Ford,118,Walter Pidgeon,,Roddy McDowall,How Green Was My Valley?,15840,Barry Fitzgerald,English,USA,1250000,1941,7.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Brett Ratner,91,Dana Ivey,140080850,Tzi Ma,Rush Hour 3?,121084,No?mie Lenoir,English,USA,140000000,2007,6.2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
John Blanchard,65,Andrea Martin,,Martin Short,Towering Inferno?            ,10,Joe Flaherty,English,Canada,,,9.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Robert Eggers,92,Kate Dickie,25138292,Julian Richings,The Witch?,66483,Ralph Ineson,English,USA,3500000,2015,6.8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Stephen Daldry,110,Gary Lewis,21994911,Julie Walters,Billy Elliot?,98354,Jamie Draven,English,UK,5000000,2000,7.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Sajid Khan,144,Boman Irani,1165104,Arjun Rampal,Housefull?,8598,Riteish Deshmukh,Hindi,India,,2010,5.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ethan Coen,106,Fred Melamed,9190525,Michael Stuhlbarg,A Serious Man?,102125,Peter Breitmayer,English,USA,7000000,2009,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
James Gunn,95,Gregg Henry,7774730,Dustin Milligan,Slither?,61912,Tania Saulnier,English,Canada,15500000,2006,6.5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Gareth Edwards,94,Whitney Able,237301,Scoot McNairy,Monsters?,75669,Ricky Catter,English,UK,500000,2010,6.4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Christopher Hutson,95,Jennifer Lee Wiggins,,Dichen Lachman,Bled?,851,Michele Morrow,English,USA,750000,2009,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dustin Hoffman,98,Sheridan Smith,18381787,Luke Newberry,Quartet?,15684,Pauline Collins,English,UK,11000000,2012,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Daniel Lee,102,Sammo Kam-Bo Hung,,Andy Lau,Three Kingdoms: Resurrection of the Dragon?,5154,Andy On,Mandarin,China,25000000,2008,6.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Sharon Greytak,94,Alex Emanuel,,Sally Kirkland,Archaeology of a Woman?,15,Elaine Bromka,English,USA,200000,2012,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Guillermo del Toro,132,Rupert Evans,59035104,James Babson,Hellboy?,244566,Brian Steele,English,USA,66000000,2004,6.8,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thomas L. Phillips,82,Joe Coffey,,Julianna Pitt,Sanctuary; Quite a Conundrum?,133,John Lucas,English,USA,200000,2012,5.4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Dinesh D'Souza,87,Zackary Steven Graham,33349949,Barack Obama,2016: Obama's America?,9010,Dinesh D'Souza,English,USA,2500000,2012,5.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brett Leonard,140,Austin O'Brien,32101000,Jeff Fahey,The Lawnmower Man?,27800,Troy Evans,English,UK,10000000,1992,5.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Richard Dutcher,119,Frank Gerrish,798341,Wilford Brimley,Brigham City?,983,Rick Macy,English,USA,1000000,2001,7.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Mark L. Lester,98,Perry King,,Roddy McDowall,Class of 1984?,6549,Timothy Van Patten,English,Canada,4300000,1982,6.6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Guy Hamilton,120,Lois Maxwell,43800000,Desmond Llewelyn,Diamonds Are Forever?,74249,Jill St. John,English,UK,7200000,1971,6.7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
