movie	title_year	duration	gross	imdb_score	budget
The Ugly Truth 	2009	96	88915214	6.5	38000000
The Ultimate Gift 	2006	114	3420871	7.4	
The Unborn 	2009	89	42638165	4.8	16000000
The Unborn 	2009	89	42638165	4.8	16000000
The Untouchables 	1987	119	76270454	7.9	25000000
The Upside of Anger 	2005	118	18761993	6.9	9000000
The Usual Suspects 	1995	106	23272306	8.6	6000000
The Valley of Decision 	1945	119		7.5	2160000
The Vatican Exorcisms 	2013	76		2.6	1100000
The Vatican Tapes 	2015	91	1712111	4.5	8495000
The Veil 	2016	93		4.7	4000000
The Velocity of Gary 	1998	100		5	4000000
The Verdict 	1982	129	54000000	7.8	16000000
The Village 	2004	108	114195633	6.5	60000000
The Virgin Suicides 	1999	90	4859475	7.2	6000000
The Virginity Hit 	2010	86	535249	4.6	3400000
The Visit 	2015	94	65069140	6.2	5000000
The Visual Bible: The Gospel of John 	2003	125	4068087	7.7	17000000
The Vow 	2012	104	125014030	6.8	30000000
The Wackness 	2008	99	2077046	7	6000000
The Wailing 	2016	156	770629	7.7	
The Walk 	2015	123	10137502	7.4	35000000
The Walking Deceased 	2015	88		3.4	1250000
The Warlords 	2007	113	128978	7.1	40000000
The Warrior's Way 	2010	100	5664251	6.3	45000000
The Wash 	2001	93	10097096	4.6	4000000
The Watch 	2012	102	34350553	5.7	68000000
The Watch 	2012	102	34350553	5.7	68000000
The Watcher 	2000	97	28927720	5.3	33000000
The Water Diviner 	2014	111	4190530	7.1	22500000
The Waterboy 	1998	90	161487252	6.1	20000000
The Wave 	2008	107		7.6	5000000
The Way of the Gun 	2000	119	6047856	6.7	8500000
The Way Way Back 	2013	103	21501098	7.4	5000000
The Weather Man 	2005	102	12469811	6.6	22000000
The Wedding Date 	2005	90	31585300	6.1	15000000
The Wedding Planner 	2001	103	60400856	5.2	35000000
The Wendell Baker Story 	2005	99	127144	5.5	8000000
The White Countess 	2005	135	1666262	6.7	16000000
The White Ribbon 	2009	144	2222647	7.8	12000000
The Whole Nine Yards 	2000	98	57262492	6.7	24000000
The Whole Ten Yards 	2004	98	16323969	5.5	40000000
The Wicked Lady 	1983	98		4	8000000
The Wicked Within 	2015	84		4.6	1200000
The Widow of Saint-Pierre 	2000	112	3058380	7.3	100000000
The Wild Bunch 	1969	144		8	6244087
The Wild Thornberrys Movie 	2002	85	39880476	5.2	25000000
The Wind That Shakes the Barley 	2006	127	1829142	7.5	
The Witch 	2015	92	25138292	6.8	3500000
The Wiz 	1978	118	13000000	5.2	24000000
The Wizard of Oz 	1939	102	22202612	8.1	2800000
The Wolf of Wall Street 	2013	240	116866727	8.2	100000000
The Wolfman 	2010	119	61937495	5.8	150000000
The Wolverine 	2013	138	132550960	6.7	120000000
The Woman Chaser 	1999	88	110720	7.3	1200000
The Woman in Black 	2012	95	54322273	6.4	17000000
The Women 	2008	114	26896744	4.9	16500000
The Wood 	1999	106	25047631	6.9	6000000
The Words 	2012	102	11434867	7.1	6000000
The Work and the Glory 	2004	118	3347439	6.9	7500000
The Work and the Glory II: American Zion 	2005	100	2024854	6.6	6500000
The Work and the Story 	2003	77		5.7	103000
The World Is Mine 	2015	104		6.5	168000
The World Is Not Enough 	1999	128	126930660	6.4	135000000
The World's End 	2013	109	26003149	7	20000000
The World's Fastest Indian 	2005	127	5128124	7.9	25000000
The Wraith 	1986	93	3500000	5.9	2700000
The Wrestler 	2008	109	26236603	7.9	6000000
The X Files 	1998	121	83892374	7	66000000
The X Files: I Want to Believe 	2008	108	20981633	5.9	30000000
The Yards 	2000	115	882710	6.4	24000000
The Yellow Handkerchief 	2008	102	317040	6.8	15500000
The Young and Prodigious T.S. Spivet 	2013	105	99462	7.1	33000000
The Young Messiah 	2016	111	6462576	5.4	18500000
The Young Unknowns 	2000	87	58163	4.2	
The Young Victoria 	2009	100	10991381	7.3	35000000
There Be Dragons 	2011	102	1068392	5.9	36000000
There Goes My Baby 	1994	99	125169	6.4	10500000
There Will Be Blood 	2007	158	40218903	8.1	25000000
There's Something About Mary 	1998	107	176483808	7.1	23000000
Theresa Is a Mother 	2012	105		6.7	200000
They 	2002	89	12693621	4.8	17000000
They Came Together 	2014	83		5.5	
They Live 	1988	93	13008928	7.3	4000000
They Will Have to Kill Us First 	2015	105		7.7	400000
Things to Do in Denver When You're Dead 	1995	115	529766	6.8	7000000
Things We Lost in the Fire 	2007	118	2849142	7.2	16000000
Think Like a Man 	2012	122	91547205	6.6	12000000
Think Like a Man Too 	2014	106	65182182	5.7	24000000
Thinner 	1996	93	15171475	5.7	8500000
Thir13en Ghosts 	2001	91	41867960	5.5	20000000
Thirteen 	2003	100	4599680	6.8	1500000
Thirteen Conversations About One Thing 	2001	104	3287435	7.1	4500000
Thirteen Days 	2000	145	34566746	7.3	80000000
This Christmas 	2007	117	49121934	6.1	13000000
This Is 40 	2012	134	67523385	6.2	35000000
This Is England 	2006	101	327919	7.7	1500000
This Is It 	2009	111	71844424	7.3	60000000
This Is Martin Bonner 	2013	83		6.6	42000
This Is the End 	2013	107	101470202	6.7	32000000
This Is Where I Leave You 	2014	103	34290142	6.6	19800000
This Means War 	2012	103	54758461	6.3	65000000
This Thing of Ours 	2003	100		5.4	
Thomas and the Magic Railroad 	2000	85	15911333	3.6	19000000
Thor 	2011	115	181015141	7	150000000
Thor: The Dark World 	2013	112	206360018	7.1	170000000
Thr3e 	2006	101	978908	5.1	2400000
Three Burials 	2005	107	5023275	7.5	15000000
Three Kingdoms: Resurrection of the Dragon 	2008	102		6.2	25000000
Three Kings 	1999	114	60652036	7.1	48000000
Three to Tango 	1999	98	10544143	6.1	20000000
Thumbsucker 	2005	96	1325073	6.6	4000000
Thunder and the House of Magic 	2013	85	4091	6.3	34000000
Thunderball 	1965	130	63600000	7	9000000
Thunderbirds 	2004	95	6768055	4.2	57000000
Tidal Wave 	2009	103		5.7	
Tiger Orange 	2014	75		6.8	100000
Tim and Eric's Billion Dollar Movie 	2012	93	200803	5.3	3000000
Timber Falls 	2007	100		5.3	2600000
Time Bandits 	1981	103	42365600	7	5000000
Time Changer 	2002	95	15278	5.6	825000
Time to Choose 	2015	100	29233	7	3500000
Timecop 	1994	99	44450000	5.8	27000000
Timecrimes 	2007	66	38108	7.2	2600000
Timeline 	2003	116	19480739	5.6	80000000
Tin Can Man 	2007	83		6.7	10000
Tin Cup 	1996	135	53854588	6.3	45000000
Tinker Tailor Soldier Spy 	2011	127	24104113	7.1	20000000
Tiny Furniture 	2010	98	389804	6.3	65000
Titan A.E. 	2000	94	22751979	6.6	75000000
Titanic 	1997	194	658672302	7.7	200000000
TMNT 	2007	87	54132596	6.3	34000000
"To Be Frank, Sinatra at 100 "	2015	81		7.4	2000000
To Die For 	1995	106	21200000	6.8	20000000
To Kill a Mockingbird 	1962	129		8.4	2000000
To Rome with Love 	2012	112	16684352	6.3	17000000
To Save a Life 	2009	120	3773863	7.1	1000000
Tom Jones 	1963	121		6.8	1000000
Tombstone 	1993	134	56505065	7.8	25000000
Tomcats 	2001	95	13558739	5.3	11000000
Tomorrow Never Dies 	1997	119	125332007	6.5	110000000
Tomorrowland 	2015	130	93417865	6.5	190000000
Tootsie 	1982	116	177200000	7.4	22000000
Top Cat Begins 	2015	89		4.4	8000000
Top Five 	2014	102	25277561	6.5	12000000
Top Gun 	1986	110	176781728	6.9	15000000
Top Hat 	1935	81	3000000	7.8	609000
Top Spin 	2014	80	5858	7.1	150000
Topaz 	1969	127		6.3	4000000
Topsy-Turvy 	1999	154	6201757	7.4	10000000
Tora! Tora! Tora! 	1970	160	14500000	7.5	25000000
Torn Curtain 	1966	128		6.7	6000000
Torque 	2004	84	21176322	4	40000000
Total Recall 	1990	113	119412921	7.5	65000000
Total Recall 	1990	113	119412921	7.5	65000000
Touching the Void 	2003	106	4581222	8.1	
Tower Heist 	2011	104	78009155	6.2	75000000
Towering Inferno             		65		9.5	
Town & Country 	2001	104	6712451	4.4	90000000
Toy Story 	1995	74	191796233	8.3	30000000
Toy Story 2 	1999	82	245823397	7.9	90000000
Toy Story 3 	2010	103	414984497	8.3	200000000
Tracker 	2010	102		6.5	6500000
Trade 	2007	120	214202	7.5	12000000
Trade of Innocents 	2012	88	15059	5.4	
Trading Places 	1983	116	90400000	7.5	
Traffic 	2000	190	124107476	7.6	48000000
Train 	2008	94		4.8	
Training Day 	2001	122	76261036	7.7	45000000
Trainspotting 	1996	94	16501785	8.2	3500000
Trainwreck 	2015	129	110008260	6.3	35000000
Trance 	2013	101	2319187	7	20000000
Trance 	2013	101	2319187	7	20000000
Transamerica 	2005	103	9013113	7.4	1000000
Transcendence 	2014	119	23014504	6.3	100000000
Transformers 	2007	144	318759914	7.1	150000000
Transformers: Age of Extinction 	2014	165	245428137	5.7	210000000
Transformers: Dark of the Moon 	2011	154	352358779	6.3	195000000
Transformers: Revenge of the Fallen 	2009	150	402076689	6	200000000
Transporter 2 	2005	87	43095600	6.3	32000000
Transsiberian 	2008	111	2203641	6.7	15000000
Trapeze 	1956	105		6.8	4000000
Trapped             		511		8.2	
Trash 	2014	114	10230	7.2	
Travelers and Magicians 	2003	108	505295	7.5	1800000
Treachery 	2013	67		3.9	625000
Treading Water 	2013	92		6.2	4700000
Treasure Planet 	2002	95	38120554	7.1	140000000
Trees Lounge 	1996	95	695229	7.2	1300000
Trekkies 	1997	86	617172	7	375000
Tremors 	1990	96	16667084	7.1	11000000
Triangle 	2009	99		6.9	12000000
Triple 9 	2016	115	12626905	6.3	20000000
Trippin' 	1999	94	9016377	5.2	
Tristram Shandy: A Cock and Bull Story 	2005	94	1247453	6.8	2800000
Trollhunter 	2010	103	252652	7	19900000
TRON: Legacy 	2010	125	172051787	6.8	170000000
TRON: Legacy 	2010	125	172051787	6.8	170000000
Troop Beverly Hills 	1989	105	8508843	5.5	18000000
Tropic Thunder 	2008	121	110416702	7	92000000
Trouble with the Curve 	2012	111	35754555	6.8	
Troy 	2004	196	133228348	7.2	175000000
Trucker 	2008	90	52166	6.7	2000000
True Grit 	2010	110	171031347	7.7	38000000
True Lies 	1994	141	146282411	7.2	115000000
True Romance 	1993	121	12281500	8	13000000
Trust 	2010	106	58214	7	9500000
Trust the Man 	2005	103	1530535	5.7	9000000
Truth or Die 	2012	96		5.6	1000000
Tsotsi 	2005	94	2912363	7.3	3000000
Tuck Everlasting 	2002	90	19158074	6.7	15000000
Tucker and Dale vs Evil 	2010	89	223615	7.6	
Tumbleweeds 	1999	102	1281176	6.7	312000
Tupac: Resurrection 	2003	112	7707563	8	
Turbo 	2013	96	83024900	6.5	135000000
Turbulence 	1997	100	11466088	4.7	71000000
Tusk 	2014	102	1821983	5.4	3000000
Twilight 	2008	122	191449475	5.2	37000000
Twilight 	2008	122	191449475	5.2	37000000
Twilight Zone: The Movie 	1983	101	29500000	6.5	10000000
Twin Falls Idaho 	1999	111	985341	7.3	500000
Twins 	1988	107	111936400	6	15000000
Twisted             		60		7.5	
Twister 	1996	113	241688385	6.3	92000000
Twixt 	2011	88		4.8	7000000
Two Brothers 	2004	109	18947630	7.1	59660000
Two Can Play That Game 	2001	90	22235901	6.1	6000000
Two Evil Eyes 	1990	120	349618	6.1	9000000
Two Girls and a Guy 	1997	84	1950218	5.6	1000000
Two Lovers 	2008	110	3148482	7.1	12000000
Two Lovers and a Bear 	2016	96		7.2	8700000
Two Weeks Notice 	2002	101	93307796	6.1	60000000
Tycoon 	1947	95		6.2	3209000
U2 3D 	2007	85	10353690	8.4	
U-571 	2000	116	77086030	6.6	62000000
UHF 	1989	150	6157157	7	5000000
Ulee's Gold 	1997	113	9054736	7.1	2700000
"Ultramarines: A Warhammer 40,000 Movie "	2010	76		5.7	
Ultraviolet 	2006	94	18500966	4.4	30000000
Unaccompanied Minors 	2006	90	16647384	5.1	26000000
Unbreakable 	2000	106	94999143	7.2	75000000
Unbroken 	2014	137	115603980	7.2	65000000
Unbroken 	2014	137	115603980	7.2	65000000
Under Siege 2: Dark Territory 	1995	92	50024083	5.4	60000000
Under the Rainbow 	1981	98	8500000	5.4	20000000
Under the Same Moon 	2007	106	12589108	7.4	
Under the Skin 	2013	108	2605039	6.3	
Under the Tuscan Sun 	2003	113	43601508	6.7	18000000
Underclassman 	2005	95	5654777	4.1	25000000
Undercover Brother 	2002	86	38230435	5.8	25000000
Underdogs 	2013	106		6.7	22000000
Underworld 	2003	133	51483949	7	22000000
Underworld: Awakening 	2012	88	62321039	6.4	70000000
Underworld: Evolution 	2006	102	62318875	6.8	50000000
Underworld: Rise of the Lycans 	2009	92	45802315	6.6	35000000
Undiscovered 	2005	97	1046166	4.2	9000000
Undisputed 	2002	94	12398628	6.1	20000000
UnDivided 	2013	66		7.8	250000
Une Femme Mari e 	1964	94		7.4	120000
Unfaithful 	2002	124	52752475	6.7	50000000
Unfinished Business 	2015	91	10214013	5.4	35000000
Unforgettable             		60		6.7	
Unforgiven 	1992	131	101157447	8.3	14400000
Unforgotten             		45		7.9	
Unfriended 	2014	83	31537320	5.7	1000000
United 93 	2006	111	31471430	7.6	15000000
United Passions 	2014	110		2	24000000
Universal Soldier: The Return 	1999	83	10431220	4.1	24000000
Unknown 	2011	113	61094903	6.9	30000000
Unknown 	2011	113	61094903	6.9	30000000
Unleashed 	2005	103	24520892	7	45000000
Unnatural 	2015	89		4	3000000
Unstoppable 	2010	98	81557479	6.8	100000000
Unsullied 	2014	93		5.5	1500000
Untraceable 	2008	101	28687835	6.2	35000000
Up 	2009	96	292979556	8.3	175000000
Up Close & Personal 	1996	124	51045801	6.1	60000000
Up in the Air 	2009	108	83813460	7.4	25000000
Urban Legend 	1998	99	38048637	5.5	14000000
Urban Legends: Final Cut 	2000	97	21468807	4.1	14000000
Urbania 	2000	106	1027119	7	225000
V for Vendetta 	2005	132	70496802	8.2	54000000
Vaalu 	2015	155		5.1	150000000
Vacation 	2015	99	58879132	6.1	31000000
Valentine 	2001	96	20384136	4.7	10000000
Valentine's Day 	2010	125	110476776	5.7	52000000
Valiant 	2005	76	19447478	5.6	35000000
Valkyrie 	2008	121	83077470	7.1	75000000
Valley of the Heart's Delight 	2006	100	118666	6.6	2500000
Valley of the Wolves: Iraq 	2006	122		6	8300000
Vampire in Brooklyn 	1995	100	19900000	4.5	20000000
Vampire Killers 	2009	88		5.2	
Vampires 	1998	104	20241395	6.1	20000000
Vampires Suck 	2010	82	36658108	3.5	20000000
Vamps 	2012	92	2964	5.1	16000000
Van Wilder: Party Liaison 	2002	94	21005329	6.4	6000000
Vanilla Sky 	2001	141	100614858	6.9	68000000
Vanity Fair 	2004	141	16123851	6.2	23000000
Vantage Point 	2008	90	72266306	6.6	40000000
Varsity Blues 	1999	106	52885587	6.4	16000000
Veer-Zaara 	2004	192	2921738	7.9	7000000
Velvet Goldmine 	1998	124	1043487	7	
Vera Drake 	2004	125	3753806	7.7	11000000
Veronica Guerin 	2003	98	1569918	6.9	17000000
Veronica Mars             		44		8.4	
Veronika Decides to Die 	2009	103		6.5	9000000
Vertical Limit 	2000	124	68473360	5.9	75000000
Very Bad Things 	1998	100	9801782	6.3	10000000
Vessel 	2012	14		6.2	
Vicky Cristina Barcelona 	2008	96	23213577	7.2	15500000
Victor Frankenstein 	2015	110	5773519	6	40000000
Victor Frankenstein 	2015	110	5773519	6	40000000
Victor Frankenstein 	2015	110	5773519	6	40000000
Videodrome 	1983	89		7.3	5952000
Virgin Territory 	2007	97		4.8	38000000
Virtuosity 	1995	106	24048000	5.5	30000000
Viy 	2014	107		5.4	26000000
Volcano 	1997	104	47474112	5.4	90000000
Volver 	2006	121	12899702	7.6	
W. 	2008	129	25517500	6.4	25100000
Wag the Dog 	1997	97	43022524	7.1	15000000
Wah-Wah 	2005	97	233103	6.9	7000000
Waiting for Guffman 	1996	84	2892582	7.6	4000000
Waiting... 	2005	94	16101109	6.8	3000000
Waitress 	2007	108	19067631	7.1	2000000
Waking Ned Devine 	1998	91	24788807	7.4	3000000
Walk Hard: The Dewey Cox Story 	2007	120	18317151	6.7	35000000
Walk the Line 	2005	153	119518352	7.9	28000000
Walking and Talking 	1996	86	1277257	6.8	1000000
Walking Tall 	2004	86	45860039	6.2	56000000
Walking with Dinosaurs 3D 	2013	87	36073232	5.2	80000000
WALL E 	2008	98	223806889	8.4	180000000
Wall Street 	1987	126	43848100	7.4	15000000
Wall Street: Money Never Sleeps 	2010	136	52474616	6.3	70000000
Wal-Mart: The High Cost of Low Price 	2005	20		6.8	1500000
Walter 	2015	94		5.3	700000
Waltz with Bashir 	2008	90	2283276	8	1500000
Wanderlust 	2012	98	17225675	5.6	
Wanted 	2008	110	134568845	6.7	75000000
War 	2007	103	22466994	6.3	25000000
War & Peace             				8.2	
War Horse 	2011	146	79883359	7.2	66000000
War of the Worlds 	2005	116	234277056	6.5	132000000
"War, Inc. "	2008	107	578527	5.7	10000000
Warcraft 	2016	123	46978995	7.3	160000000
WarGames 	1983	114	79568000	7.1	12000000
Warlock 	1989	103	9094451	6.2	7000000
Warlock: The Armageddon 	1993	98	3902679	5.3	3000000
Warm Bodies 	2013	98	66359959	6.9	35000000
Warrior 	2011	140	13651662	8.2	25000000
Warriors of Virtue 	1997	101	6448817	4.6	35000000
Wasabi 	2001	94	81525	6.6	15300000
Watchmen 	2009	215	107503316	7.7	130000000
Water 	2005	117	3222857	7.8	
Water & Power 	2013	88	79043	6.3	
Water for Elephants 	2011	120	58700247	6.9	38000000
Waterloo 	1970	134		7.3	25000000
Waterworld 	1995	176	88246220	6.1	175000000
Wayne's World 	1992	94	121697350	7	20000000
We Are Marshall 	2006	131	43532294	7.1	65000000
We Are Your Friends 	2015	96	3590010	6.1	2000000
We Bought a Zoo 	2011	124	75621915	7.1	
We Have Your Husband 	2011	87		5.5	5000000
We Need to Talk About Kevin 	2011	112	1738692	7.5	7000000
We Own the Night 	2007	117	28563179	6.9	21000000
We Were Soldiers 	2002	124	78120196	7.1	75000000
Weekend 	2011	97	469947	7.7	120000
"Welcome Home, Roscoe Jenkins "	2008	114	42168445	5.3	35000000
Welcome to Collinwood 	2002	86	333976	6.4	12000000
Welcome to Mooseport 	2004	110	14469428	5.2	26000000
Welcome to the Dollhouse 	1995	88	4771000	7.5	800000
Welcome to the Rileys 	2010	110	152857	7	
Welcome to the Sticks 	2008	106		7.1	11000000
Wendy and Lucy 	2008	80	856942	7.1	200000
We're No Angels 	1989	106	10555348	6	20000000
We're the Millers 	2013	118	150368971	7	37000000
West Side Story 	1961	152	43650000	7.6	6000000
Western Religion 	2015	105		4	250000
Whale Rider 	2002	101	20772796	7.6	6000000
What a Girl Wants 	2003	105	35990505	5.8	20000000
What Dreams May Come 	1998	113	55350897	7	85000000
What Happens in Vegas 	2008	101	80276912	6.1	35000000
What Just Happened 	2008	104	1089365	5.7	25000000
What Lies Beneath 	2000	130	155370362	6.6	100000000
What Planet Are You From  	2000	87	6291602	5.6	50000000
What the #$*! Do We (K)now!  	2004	109	10941801	5.4	
What to Expect When You're Expecting 	2012	110	41102171	5.7	40000000
What Women Want 	2000	127	182805123	6.4	70000000
Whatever It Takes 	2000	94	8735529	5.5	15000000
Whatever Works 	2009	92	5306447	7.2	15000000
What's Eating Gilbert Grape 	1993	118	9170214	7.8	11000000
What's Love Got to Do with It 	1993	118	39100956	7.2	
What's the Worst That Could Happen  	2001	94	32095318	5.5	45000000
What's Your Number  	2011	117	13987482	6	20000000
When a Stranger Calls 	2006	87	47860214	5	15000000
When Did You Last See Your Father  	2007	92	1071240	6.9	8000000
When Harry Met Sally... 	1989	89	92823600	7.6	16000000
When the Cat's Away 	1996	91	1652472	6.9	300000
When the Game Stands Tall 	2014	115	30127963	6.7	15000000
When the Lights Went Out 	2012	86		5.4	
Where the Heart Is 	2000	120	33771174	6.8	15000000
Where the Truth Lies 	2005	107	871527	6.5	25000000
