movie,Cast,Role
The Story of Us ,Rob Reiner,Director
The Straight Story ,David Lynch,Director
The Sum of All Fears ,Phil Alden Robinson,Director
The Sweeney ,Nick Love,Director
The Sweet Hereafter ,Atom Egoyan,Director
The Sweetest Thing ,Roger Kumble,Director
The Swindle ,Claude Chabrol,Director
The Switch ,Josh Gordon,Director
The Tailor of Panama ,John Boorman,Director
The Taking of Pelham 1 2 3 ,Tony Scott,Director
The Tale of Despereaux ,Sam Fell,Director
The Talented Mr. Ripley ,Anthony Minghella,Director
The Tempest ,Julie Taymor,Director
The Ten ,David Wain,Director
The Terminal ,Steven Spielberg,Director
The Terminator ,James Cameron,Director
The Texas Chain Saw Massacre ,Tobe Hooper,Director
The Texas Chain Saw Massacre ,Tobe Hooper,Director
The Texas Chainsaw Massacre 2 ,Tobe Hooper,Director
The Texas Chainsaw Massacre: The Beginning ,Jonathan Liebesman,Director
The Theory of Everything ,James Marsh,Director
The Thin Red Line ,Terrence Malick,Director
The Thing ,John Carpenter,Director
The Thirteenth Floor ,Josef Rusnak,Director
The Thomas Crown Affair ,John McTiernan,Director
The Three Musketeers ,Paul W.S. Anderson,Director
The Three Stooges ,Bobby Farrelly,Director
The Tigger Movie ,Jun Falkenstein,Director
The Timber ,Anthony O'Brien,Director
The Time Machine ,Simon Wells,Director
The Time Traveler's Wife ,Robert Schwentke,Director
The To Do List ,Maggie Carey,Director
The Tooth Fairy ,Chuck Bowman,Director
The Torture Chamber of Dr. Sadism ,Harald Reinl,Director
The Touch ,Jane Clark,Director
The Tourist ,Florian Henckel von Donnersmarck,Director
The Tourist ,Florian Henckel von Donnersmarck,Director
The Town ,Ben Affleck,Director
The Toxic Avenger ,Michael Herz,Director
The Toxic Avenger Part II ,Michael Herz,Director
The Train ,John Frankenheimer,Director
The Transporter ,Louis Leterrier,Director
The Transporter Refueled ,Camille Delamarre,Director
The Tree of Life ,Terrence Malick,Director
The Trials of Darryl Hunt ,Ricki Stern,Director
The Triplets of Belleville ,Sylvain Chomet,Director
The Trouble with Harry ,Alfred Hitchcock,Director
The True Story of Puss'N Boots ,J?r?me Deschamps,Director
The Truman Show ,Peter Weir,Director
The Tuxedo ,Kevin Donovan,Director
The Twilight Saga: Breaking Dawn - Part 2 ,Bill Condon,Director
The Twilight Saga: Breaking Dawn - Part 2 ,Bill Condon,Director
The Twilight Saga: Eclipse ,David Slade,Director
The Twilight Saga: New Moon ,Chris Weitz,Director
The Ugly Truth ,Robert Luketic,Director
The Ultimate Gift ,Michael O. Sajbel,Director
The Unborn ,David S. Goyer,Director
The Unborn ,David S. Goyer,Director
The Untouchables ,Brian De Palma,Director
The Upside of Anger ,Mike Binder,Director
The Usual Suspects ,Bryan Singer,Director
The Valley of Decision ,Tay Garnett,Director
The Vatican Exorcisms ,Joe Marino,Director
The Vatican Tapes ,Mark Neveldine,Director
The Veil ,Phil Joanou,Director
The Velocity of Gary ,Dan Ireland,Director
The Verdict ,Sidney Lumet,Director
The Village ,M. Night Shyamalan,Director
The Virgin Suicides ,Sofia Coppola,Director
The Virginity Hit ,Huck Botko,Director
The Visit ,M. Night Shyamalan,Director
The Visual Bible: The Gospel of John ,Philip Saville,Director
The Vow ,Michael Sucsy,Director
The Wackness ,Jonathan Levine,Director
The Wailing ,Hong-jin Na,Director
The Walk ,Robert Zemeckis,Director
The Walking Deceased ,Scott Dow,Director
The Warlords ,Peter Ho-Sun Chan,Director
The Warrior's Way ,Sngmoo Lee,Director
The Wash ,DJ Pooh,Director
The Watch ,Akiva Schaffer,Director
The Watch ,Akiva Schaffer,Director
The Watcher ,Joe Charbanic,Director
The Water Diviner ,Russell Crowe,Director
The Waterboy ,Frank Coraci,Director
The Wave ,Dennis Gansel,Director
The Way of the Gun ,Christopher McQuarrie,Director
The Way Way Back ,Nat Faxon,Director
The Weather Man ,Gore Verbinski,Director
The Wedding Date ,Clare Kilner,Director
The Wedding Planner ,Adam Shankman,Director
The Wendell Baker Story ,Andrew Wilson,Director
The White Countess ,James Ivory,Director
The White Ribbon ,Michael Haneke,Director
The Whole Nine Yards ,Jonathan Lynn,Director
The Whole Ten Yards ,Howard Deutch,Director
The Wicked Lady ,Michael Winner,Director
The Wicked Within ,Jay Alaimo,Director
The Widow of Saint-Pierre ,Patrice Leconte,Director
The Wild Bunch ,Sam Peckinpah,Director
The Wild Thornberrys Movie ,Cathy Malkasian,Director
The Wind That Shakes the Barley ,Ken Loach,Director
The Witch ,Robert Eggers,Director
The Wiz ,Sidney Lumet,Director
The Wizard of Oz ,Victor Fleming,Director
The Wolf of Wall Street ,Martin Scorsese,Director
The Wolfman ,Joe Johnston,Director
The Wolverine ,James Mangold,Director
The Woman Chaser ,Robinson Devor,Director
The Woman in Black ,James Watkins,Director
The Women ,Diane English,Director
The Wood ,Rick Famuyiwa,Director
The Words ,Brian Klugman,Director
The Work and the Glory ,Russell Holt,Director
The Work and the Glory II: American Zion ,Sterling Van Wagenen,Director
The Work and the Story ,Nathan Smith Jones,Director
The World Is Mine ,Nicolae Constantin Tanase,Director
The World Is Not Enough ,Michael Apted,Director
The World's End ,Edgar Wright,Director
The World's Fastest Indian ,Roger Donaldson,Director
The Wraith ,Mike Marvin,Director
The Wrestler ,Darren Aronofsky,Director
The X Files ,Rob Bowman,Director
The X Files: I Want to Believe ,Chris Carter,Director
The Yards ,James Gray,Director
The Yellow Handkerchief ,Udayan Prasad,Director
The Young and Prodigious T.S. Spivet ,Jean-Pierre Jeunet,Director
The Young Messiah ,Cyrus Nowrasteh,Director
The Young Unknowns ,Catherine Jelski,Director
The Young Victoria ,Jean-Marc Vall?e,Director
There Be Dragons ,Roland Joff?,Director
There Goes My Baby ,Floyd Mutrux,Director
There Will Be Blood ,Paul Thomas Anderson,Director
There's Something About Mary ,Bobby Farrelly,Director
Theresa Is a Mother ,C. Fraser Press,Director
They ,Robert Harmon,Director
They Came Together ,David Wain,Director
They Live ,John Carpenter,Director
They Will Have to Kill Us First ,Johanna Schwartz,Director
Things to Do in Denver When You're Dead ,Gary Fleder,Director
Things We Lost in the Fire ,Susanne Bier,Director
Think Like a Man ,Tim Story,Director
Think Like a Man Too ,Tim Story,Director
Thinner ,Tom Holland,Director
Thir13en Ghosts ,Steve Beck,Director
Thirteen ,Catherine Hardwicke,Director
Thirteen Conversations About One Thing ,Jill Sprecher,Director
Thirteen Days ,Roger Donaldson,Director
This Christmas ,Preston A. Whitmore II,Director
This Is 40 ,Judd Apatow,Director
This Is England ,Shane Meadows,Director
This Is It ,Kenny Ortega,Director
This Is Martin Bonner ,Chad Hartigan,Director
This Is the End ,Evan Goldberg,Director
This Is Where I Leave You ,Shawn Levy,Director
This Means War ,McG,Director
This Thing of Ours ,Danny Provenzano,Director
Thomas and the Magic Railroad ,Britt Allcroft,Director
Thor ,Kenneth Branagh,Director
Thor: The Dark World ,Alan Taylor,Director
Thr3e ,Robby Henson,Director
Three Burials ,Tommy Lee Jones,Director
Three Kingdoms: Resurrection of the Dragon ,Daniel Lee,Director
Three Kings ,David O. Russell,Director
Three to Tango ,Damon Santostefano,Director
Thumbsucker ,Mike Mills,Director
Thunder and the House of Magic ,Jeremy Degruson,Director
Thunderball ,Terence Young,Director
Thunderbirds ,Jonathan Frakes,Director
Tidal Wave ,JK Youn,Director
Tiger Orange ,Wade Gasque,Director
Tim and Eric's Billion Dollar Movie ,Tim Heidecker,Director
Timber Falls ,Tony Giglio,Director
Time Bandits ,Terry Gilliam,Director
Time Changer ,Rich Christiano,Director
Time to Choose ,Charles Ferguson,Director
Timecop ,Peter Hyams,Director
Timecrimes ,Nacho Vigalondo,Director
Timeline ,Richard Donner,Director
Tin Can Man ,Ivan Kavanagh,Director
Tin Cup ,Ron Shelton,Director
Tinker Tailor Soldier Spy ,Tomas Alfredson,Director
Tiny Furniture ,Lena Dunham,Director
Titan A.E. ,Don Bluth,Director
Titanic ,James Cameron,Director
TMNT ,Kevin Munroe,Director
"To Be Frank, Sinatra at 100 ",Simon Napier-Bell,Director
To Die For ,Gus Van Sant,Director
To Kill a Mockingbird ,Robert Mulligan,Director
To Rome with Love ,Woody Allen,Director
To Save a Life ,Brian Baugh,Director
Tom Jones ,Tony Richardson,Director
Tombstone ,George P. Cosmatos,Director
Tomcats ,Gregory Poirier,Director
Tomorrow Never Dies ,Roger Spottiswoode,Director
Tomorrowland ,Brad Bird,Director
Tootsie ,Sydney Pollack,Director
Top Cat Begins ,Andr?s Couturier,Director
Top Five ,Chris Rock,Director
Top Gun ,Tony Scott,Director
Top Hat ,Mark Sandrich,Director
Top Spin ,Sara Newens,Director
Topaz ,Alfred Hitchcock,Director
Topsy-Turvy ,Mike Leigh,Director
Tora! Tora! Tora! ,Richard Fleischer,Director
Torn Curtain ,Alfred Hitchcock,Director
Torque ,Joseph Kahn,Director
Total Recall ,Paul Verhoeven,Director
Total Recall ,Paul Verhoeven,Director
Touching the Void ,Kevin Macdonald,Director
Tower Heist ,Brett Ratner,Director
Towering Inferno             ,John Blanchard,Director
Town & Country ,Peter Chelsom,Director
Toy Story ,John Lasseter,Director
Toy Story 2 ,John Lasseter,Director
Toy Story 3 ,Lee Unkrich,Director
Tracker ,Ian Sharp,Director
Trade ,Marco Kreuzpaintner,Director
Trade of Innocents ,Christopher M. Bessette,Director
Trading Places ,John Landis,Director
Traffic ,Steven Soderbergh,Director
Train ,Gideon Raff,Director
Training Day ,Antoine Fuqua,Director
Trainspotting ,Danny Boyle,Director
Trainwreck ,Judd Apatow,Director
Trance ,Danny Boyle,Director
Trance ,Danny Boyle,Director
Transamerica ,Duncan Tucker,Director
Transcendence ,Wally Pfister,Director
Transformers ,Michael Bay,Director
Transformers: Age of Extinction ,Michael Bay,Director
Transformers: Dark of the Moon ,Michael Bay,Director
Transformers: Revenge of the Fallen ,Michael Bay,Director
Transporter 2 ,Louis Leterrier,Director
Transsiberian ,Brad Anderson,Director
Trapeze ,Carol Reed,Director
Trash ,Stephen Daldry,Director
Travelers and Magicians ,Khyentse Norbu,Director
Treachery ,Travis Romero,Director
Treading Water ,Analeine Cal y Mayor,Director
Treasure Planet ,Ron Clements,Director
Trees Lounge ,Steve Buscemi,Director
Trekkies ,Roger Nygard,Director
Tremors ,Ron Underwood,Director
Triangle ,Christopher Smith,Director
Triple 9 ,John Hillcoat,Director
Trippin' ,David Raynr,Director
Tristram Shandy: A Cock and Bull Story ,Michael Winterbottom,Director
Trollhunter ,Andr? ?vredal,Director
TRON: Legacy ,Joseph Kosinski,Director
TRON: Legacy ,Joseph Kosinski,Director
Troop Beverly Hills ,Jeff Kanew,Director
Tropic Thunder ,Ben Stiller,Director
Trouble with the Curve ,Robert Lorenz,Director
Troy ,Wolfgang Petersen,Director
Trucker ,James Mottern,Director
True Grit ,Ethan Coen,Director
True Lies ,James Cameron,Director
True Romance ,Tony Scott,Director
Trust ,David Schwimmer,Director
Trust the Man ,Bart Freundlich,Director
Truth or Die ,Robert Heath,Director
Tsotsi ,Gavin Hood,Director
Tuck Everlasting ,Jay Russell,Director
Tucker and Dale vs Evil ,Eli Craig,Director
Tumbleweeds ,Gavin O'Connor,Director
Tupac: Resurrection ,Lauren Lazin,Director
Turbo ,David Soren,Director
Turbulence ,Robert Butler,Director
Tusk ,Kevin Smith,Director
Twilight ,Catherine Hardwicke,Director
Twilight ,Catherine Hardwicke,Director
Twilight Zone: The Movie ,Joe Dante,Director
Twin Falls Idaho ,Michael Polish,Director
Twins ,Ivan Reitman,Director
Twister ,Jan de Bont,Director
Twixt ,Francis Ford Coppola,Director
Two Brothers ,Jean-Jacques Annaud,Director
Two Can Play That Game ,Mark Brown,Director
Two Evil Eyes ,Dario Argento,Director
Two Girls and a Guy ,James Toback,Director
Two Lovers ,James Gray,Director
Two Lovers and a Bear ,Kim Nguyen,Director
Two Weeks Notice ,Marc Lawrence,Director
Tycoon ,Richard Wallace,Director
U2 3D ,Catherine Owens,Director
U-571 ,Jonathan Mostow,Director
UHF ,Jay Levey,Director
Ulee's Gold ,Victor Nunez,Director
"Ultramarines: A Warhammer 40,000 Movie ",Martyn Pick,Director
Ultraviolet ,Kurt Wimmer,Director
Unaccompanied Minors ,Paul Feig,Director
Unbreakable ,M. Night Shyamalan,Director
Unbroken ,Angelina Jolie Pitt,Director
Unbroken ,Angelina Jolie Pitt,Director
Under Siege 2: Dark Territory ,Geoff Murphy,Director
Under the Rainbow ,Steve Rash,Director
Under the Same Moon ,Patricia Riggen,Director
Under the Skin ,Jonathan Glazer,Director
Under the Tuscan Sun ,Audrey Wells,Director
Underclassman ,Marcos Siega,Director
Undercover Brother ,Malcolm D. Lee,Director
Underdogs ,Juan Jos? Campanella,Director
Underworld ,Len Wiseman,Director
Underworld: Awakening ,M?ns M?rlind,Director
Underworld: Evolution ,Len Wiseman,Director
Underworld: Rise of the Lycans ,Patrick Tatopoulos,Director
Undiscovered ,Meiert Avis,Director
Undisputed ,Walter Hill,Director
UnDivided ,Sam Martin,Director
Une Femme Mari e ,Jean-Luc Godard,Director
Unfaithful ,Adrian Lyne,Director
Unfinished Business ,Ken Scott,Director
Unforgiven ,Clint Eastwood,Director
Unfriended ,Levan Gabriadze,Director
United 93 ,Paul Greengrass,Director
United Passions ,Fr?d?ric Auburtin,Director
Universal Soldier: The Return ,Mic Rodgers,Director
Unknown ,Jaume Collet-Serra,Director
Unknown ,Jaume Collet-Serra,Director
Unleashed ,Louis Leterrier,Director
Unnatural ,Hank Braxtan,Director
Unstoppable ,Tony Scott,Director
Unsullied ,Simeon Rice,Director
Untraceable ,Gregory Hoblit,Director
Up ,Pete Docter,Director
Up Close & Personal ,Jon Avnet,Director
Up in the Air ,Jason Reitman,Director
Urban Legend ,Jamie Blanks,Director
Urban Legends: Final Cut ,John Ottman,Director
Urbania ,Jon Shear,Director
V for Vendetta ,James McTeigue,Director
Vaalu ,Vijay Chandar,Director
Vacation ,John Francis Daley,Director
Valentine ,Jamie Blanks,Director
Valentine's Day ,Garry Marshall,Director
Valiant ,Gary Chapman,Director
Valkyrie ,Bryan Singer,Director
Valley of the Heart's Delight ,Tim Boxell,Director
Valley of the Wolves: Iraq ,Serdar Akar,Director
Vampire in Brooklyn ,Wes Craven,Director
Vampire Killers ,Phil Claydon,Director
Vampires ,John Carpenter,Director
Vampires Suck ,Jason Friedberg,Director
Vamps ,Amy Heckerling,Director
Van Wilder: Party Liaison ,Walt Becker,Director
Vanilla Sky ,Cameron Crowe,Director
Vanity Fair ,Mira Nair,Director
Vantage Point ,Pete Travis,Director
Varsity Blues ,Brian Robbins,Director
Veer-Zaara ,Yash Chopra,Director
Velvet Goldmine ,Todd Haynes,Director
Vera Drake ,Mike Leigh,Director
Veronica Guerin ,Joel Schumacher,Director
Veronika Decides to Die ,Emily Young,Director
Vertical Limit ,Martin Campbell,Director
Very Bad Things ,Peter Berg,Director
Vessel ,Clark Baker,Director
Vicky Cristina Barcelona ,Woody Allen,Director
Victor Frankenstein ,Paul McGuigan,Director
Victor Frankenstein ,Paul McGuigan,Director
Victor Frankenstein ,Paul McGuigan,Director
Videodrome ,David Cronenberg,Director
Virgin Territory ,David Leland,Director
Virtuosity ,Brett Leonard,Director
Viy ,Oleg Stepchenko,Director
Volcano ,Mick Jackson,Director
Volver ,Pedro Almod?var,Director
W. ,Oliver Stone,Director
Wag the Dog ,Barry Levinson,Director
Wah-Wah ,Richard E. Grant,Director
Waiting for Guffman ,Christopher Guest,Director
Waiting... ,Rob McKittrick,Director
Waitress ,Adrienne Shelly,Director
Waking Ned Devine ,Kirk Jones,Director
Walk Hard: The Dewey Cox Story ,Jake Kasdan,Director
Walk the Line ,James Mangold,Director
Walking and Talking ,Nicole Holofcener,Director
Walking Tall ,Kevin Bray,Director
Walking with Dinosaurs 3D ,Barry Cook,Director
WALL E ,Andrew Stanton,Director
Wall Street ,Oliver Stone,Director
Wall Street: Money Never Sleeps ,Oliver Stone,Director
Wal-Mart: The High Cost of Low Price ,Robert Greenwald,Director
Walter ,Anna Mastro,Director
Waltz with Bashir ,Ari Folman,Director
Wanderlust ,David Wain,Director
Wanted ,Timur Bekmambetov,Director
War ,Philip G. Atwell,Director
War Horse ,Steven Spielberg,Director
War of the Worlds ,Steven Spielberg,Director
"War, Inc. ",Joshua Seftel,Director
Warcraft ,Duncan Jones,Director
WarGames ,John Badham,Director
Warlock ,Steve Miner,Director
Warlock: The Armageddon ,Anthony Hickox,Director
Warm Bodies ,Jonathan Levine,Director
Warrior ,Gavin O'Connor,Director
Warriors of Virtue ,Ronny Yu,Director
Wasabi ,G?rard Krawczyk,Director
Watchmen ,Zack Snyder,Director
Water ,Deepa Mehta,Director
Water & Power ,Richard Montoya,Director
Water for Elephants ,Francis Lawrence,Director
Waterloo ,Sergey Bondarchuk,Director
Waterworld ,Kevin Reynolds,Director
Wayne's World ,Penelope Spheeris,Director
We Are Marshall ,McG,Director
We Are Your Friends ,Max Joseph,Director
We Bought a Zoo ,Cameron Crowe,Director
We Have Your Husband ,Eric Bross,Director
We Need to Talk About Kevin ,Lynne Ramsay,Director
We Own the Night ,James Gray,Director
We Were Soldiers ,Randall Wallace,Director
Weekend ,Andrew Haigh,Director
"Welcome Home, Roscoe Jenkins ",Malcolm D. Lee,Director
Welcome to Collinwood ,Anthony Russo,Director
Welcome to Mooseport ,Donald Petrie,Director
Welcome to the Dollhouse ,Todd Solondz,Director
Welcome to the Rileys ,Jake Scott,Director
Welcome to the Sticks ,Dany Boon,Director
